name,merchant_abn,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020
Ligula Consectetuer Institute,71922512366,32827.791,33653.33,34014.638,34990.834,35350.663,2873.966,2967.863,3031.91,3078.888,3117.764,26363.019,27046.007,27659.095,28839.59,29016.043,167080529.34,176254273.801,185730073.115,192011525.307,197487426.336
Ligula Consectetuer Rhoncus Limited,24451148103,34817.976,35635.219,37024.138,37700.885,36965.134,3044.715,3153.081,3210.598,3258.722,3276.169,27285.091,27704.887,28945.355,30191.972,29568.643,180884487.7,190462585.837,200635496.731,208667347.995,210566543.872
Ligula Donec LLC,32946666313,34711.446,35679.356,36137.178,37243.397,36974.611,3070.58,3173.913,3242.446,3296.908,3331.395,27353.406,28022.818,28801.402,29838.412,29898.234,183921193.124,193590297.697,201957288.302,211182295.976,214788928.716
Ligula Donec Limited,67810757628,34967.136,35847.072,36291.429,37602.929,37150.549,3048.32,3157.123,3233.156,3295.433,3340.101,27679.299,28275.888,29036.412,30207.488,30166.839,185122302.233,194716841.899,203949816.73,213782316.041,217939590.306
Ligula Donec Luctus LLP,46062822745,34088.752,35115.073,35479.27,36578.397,36439.716,3035.993,3146.796,3224.129,3286.627,3329.975,27305.884,27949.304,28637.901,29672.341,29848.833,178426958.652,188882226.773,197404413.373,207481556.361,212119912.687
Ligula Elit Corp.,29317230624,36143.714,37201.368,37715.519,38583.865,38189.587,3012.088,3123.486,3184.507,3234.739,3263.761,28705.864,29309.099,30188.702,31131.956,31181.584,179983520.736,190040658.185,198066199.898,205987592.198,208267823.828
Ligula Elit LLC,67288548470,35359.014,36338.439,36909.415,38308.428,37754.464,3067.198,3169.227,3238.103,3293.671,3329.847,28002.939,28691.662,29482.257,30534.425,30420.591,180393165.249,190208009.381,198990178.787,208889821.941,211999656.081
Ligula Elit Pretium Foundation,83199298021,34189.962,34903.957,35273.472,36281.42,35584.269,2852.017,2947.749,3007.024,3058.944,3092.128,26707.865,27261.66,28007.208,28979.456,28787.934,168145757.071,176833764.362,183102238.952,191633125.014,192929446.008
Ligula Elit Pretium Limited,79789227737,34535.943,35566.624,36101.709,37193.705,36497.778,3136.147,3248.646,3322.205,3379.764,3415.551,27483.974,28169.693,28924.609,29999.239,29892.078,183049059.253,193598414.494,202499761.056,211856789.649,214958889.942
Ligula Eu Inc.,82736268897,30576.231,31599.931,31149.651,32098.921,32327.065,3081.841,3211.341,3266.731,3298.701,3319.029,23762.343,24334.951,24409.976,25321.991,25546.294,199739792.66,211733503.3,220057304.649,226743658.672,232582609.685
Ligula Nullam Inc.,18142272571,42609.338,44117.632,44513.298,46202.815,47222.198,3432.136,3610.403,3677.175,3718.743,3762.491,33734.07,34775.717,35811.689,37307.386,38204.712,216059855.13,232363454.293,242642012.336,254018506.449,263063830.151
Ligula Nullam LLP,61333423388,36244.72,36967.797,37915.311,38980.708,39478.681,3064.943,3203.711,3271.097,3315.201,3340.119,29123.229,29639.342,30851.675,31670.317,32210.492,167053739.955,177831178.876,186940943.388,196347555.241,199477766.694
Ligula Nullam PC,54687916328,34049.083,35098.804,35721.509,36545.815,36185.513,3073.572,3180.461,3253.602,3310.706,3346.538,26921.824,27600.911,28373.904,29263.328,29273.657,185330620.556,195707154.29,204252993.533,213360288.03,216354775.314
Ligula PC,29550468444,34651.737,35816.487,36372.576,37385.997,37320.018,3024.231,3127.956,3198.134,3250.263,3281.45,27673.336,28386.935,29175.362,30160.264,30343.937,178390636.571,188525451.537,196742512.586,205798940.072,209510578.738
Ligula Tortor Dictum Associates,47874674591,34957.363,35985.814,36452.786,37481.229,37140.16,3053.315,3159.272,3228.604,3281.734,3316.254,27681.059,28370.134,29150.679,30166.214,30231.612,183325609.853,193354074.19,202119091.689,211040870.943,214374844.128
Ligula Tortor Incorporated,41305045812,32459.816,33246.885,33747.279,34545.61,34620.231,2836.96,2940.488,3007.763,3059.288,3097.82,26086.016,26655.839,27474.569,28289.96,28468.323,162197960.34,170855739.279,178240598.055,185827255.865,190332995.483
Ligula Tortor PC,24070342853,34811.68,35866.715,36241.647,37278.754,37050.239,3106.079,3214.305,3288.131,3344.793,3381.355,27614.73,28277.756,29017.495,30059.045,30167.054,184585202.952,194734429.237,203036461.901,212299365.797,216167111.213
Litora Torquent Associates,96420684134,34784.405,35880.836,36365.959,37398.742,37170.396,3094.194,3200.884,3276.031,3334.743,3373.297,27701.722,28385.642,29172.478,30175.421,30291.272,183492842.853,193486947.623,202464310.398,211687422.922,215714853.9
Litora Torquent Corporation,16423528990,36289.22,37560.251,36988.099,39990.99,38870.592,3160.281,3270.425,3321.13,3374.445,3404.779,28754.564,29699.609,30120.564,31560.733,31560.666,181257777.534,191634763.071,196910538.397,211485712.626,212688761.564
Litora Torquent Industries,41663117354,34744.379,35776.754,36244.739,37330.793,37078.695,3090.379,3197.098,3269.39,3324.753,3359.919,27536.274,28208.189,28972.569,30001.772,30096.978,184372473.198,194424875.948,202985903.694,212234426.772,215899277.688
Litora Torquent Limited,13103397121,33822.178,34984.049,35507.236,36682.132,36458.718,3124.296,3220.689,3293.232,3349.82,3390.051,26851.084,27697.749,28412.57,29439.204,29603.043,183394435.293,193240155.709,202076673.243,212068912.408,215513053.437
Litora Torquent Per LLP,20594162542,34633.119,35642.465,35957.821,37126.085,36655.392,3041.196,3151.441,3224.853,3278.307,3312.039,27500.695,28164.706,28823.484,29900.431,29902.891,180351004.824,190522025.16,198840892.022,207762552.259,211015753.583
Lobortis Augue Incorporated,40272107679,34566.607,35481.561,35994.619,37037.397,36788.256,3067.754,3168.868,3240.216,3293.711,3328.367,27362.069,27972.648,28773.568,29764.19,29852.058,183746801.999,193072415.364,201704527.472,210874202.928,214262386.766
Lobortis Augue Industries,98314397036,34620.122,35631.786,36127.356,37189.761,36905.914,3062.124,3168.755,3238.169,3292.217,3326.815,27449.214,28095.627,28874.933,29897.882,29956.673,182616500.2,192616487.734,201155294.334,210184456.765,213721938.049
Lobortis Augue Ltd,65959377833,31774.443,33548.696,33805.049,38843.457,36779.099,1286.763,1323.551,1321.331,1326.161,1316.451,26171.557,27668.788,28830.83,31278.415,30801.848,67589842.869,74100179.175,73802475.006,85192287.881,78246230.667
Lobortis Class Aptent Incorporated,82803045102,37483.336,38484.239,38663.493,40524.565,40237.853,3525.777,3634.859,3720.751,3785.811,3808.059,29615.637,30304.518,30957.191,32446.579,32517.506,218778325.923,230276033.46,240675946.176,254157720.812,258224138.214
Lobortis Class Industries,90173050473,34680.352,35694.191,36150.027,37188.821,36957.103,3101.667,3209.52,3282.225,3338.252,3374.455,27546.532,28200.789,28973.66,29988.28,30068.317,183501580.134,193558916.851,201955652.078,211130688.398,214946062.771
Lobortis Class Institute,74337286955,47753.838,50082.33,49742.132,49536.443,50093.836,3479.393,3651.115,3703.22,3728.149,3732.368,37125.131,38058.583,38988.972,39340.442,39816.604,210690185.125,229293827.34,231936686.772,235579387.86,243119287.622
Lobortis Corporation,96884218881,36582.923,38010.348,38400.363,40138.719,39761.02,3473.119,3593.568,3679.854,3748.607,3796.566,28691.875,29591.324,30364.559,31513.634,31607.282,207756791.47,219645622.59,229145630.633,241797582.099,245677049.242
Lobortis Foundation,97264771172,34945.071,35825.847,36356.276,37402.562,37072.25,3185.902,3295.374,3369.548,3424.599,3458.456,27684.648,28275.586,29072.907,30088.029,30136.675,191574024.153,201383472.502,210417442.584,219659803.856,223120113.236
Lobortis Inc.,42878473215,33852.806,34629.14,35444.006,36598.095,36632.607,3064.532,3168.755,3232.994,3284.692,3306.061,26524.735,27147.946,27912.34,28905.948,29120.721,190643463.049,201135548.031,211793423.288,221083967.423,224591155.839
Lobortis Incorporated,42623634273,34446.539,35395.116,35833.085,36884.519,36371.804,2856.07,2948.549,2999.993,3044.156,3071.013,27216.539,27851.334,28634.519,29583.492,29588.82,166750665.395,175598091.171,182298644.067,190295183.762,191804211.886
Lobortis Industries,30389290864,34951.167,35914.54,36360.353,37510.499,37208.224,3140.686,3250.07,3322.603,3379.645,3416.433,27716.941,28361.936,29119.144,30192.036,30250.539,187152012.42,197367360.83,205990177.486,215667054.329,219381856.993
Lobortis Ltd,50931818377,34579.774,35221.021,35355.072,36830.207,35776.24,3087.793,3174.64,3233.1,3266.947,3294.554,26165.709,26629.133,27163.69,28264.891,28089.659,211106808.193,218130530.85,226438295.314,235831679.461,237423239.304
Lobortis Mauris Suspendisse Associates,88052624284,34268.62,35008.8,35792.658,36770.096,36484.564,3155.766,3258.132,3328.718,3388.139,3429.722,27267.872,27813.414,28748.598,29710.833,29675.099,185135078.756,193882857.197,202788711.479,212212271.345,216384793.787
Lobortis Nisi Associates,62688594508,391.182,386.511,393.099,411.79,418.938,40.068,43.069,46.145,48.054,48.065,258.085,246.688,250.339,262.79,269.393,2477962.127,2624666.931,2848608.985,3100822.418,3159911.724
Lobortis Nisi Nibh PC,46987545043,34829.122,35842.083,36233.891,37336.518,36960.391,3071.381,3177.549,3249.311,3304.295,3339.808,27567.099,28236.235,28979.404,30016.021,30047.22,182640122.614,192590530.826,200742693.73,209967046.573,213358721.61
Lobortis PC,73555246475,34928.63,36200.816,36658.421,37699.249,37290.889,3054.786,3154.203,3222.593,3271.48,3307.098,27776.213,28566.707,29368.166,30421.158,30430.403,180255498.563,190116261.91,198010415.697,206676021.476,210094986.507
Lobortis Quam Incorporated,38447958250,38542.211,36892.969,37304.574,38384.956,40222.353,4150.594,4709.107,5154.11,5522.397,5534.182,29645.1,28646.893,29884.69,30589.69,31893.852,288626838.147,315421117.988,349496803.706,385938885.0,406088233.097
Lobortis Quis Foundation,49715970676,32924.569,33760.653,33582.203,34523.262,34340.953,3205.999,3290.723,3353.639,3392.843,3417.407,26496.31,27076.072,27521.482,28545.288,28834.794,184560214.772,191793882.969,198640689.157,205604831.752,209533665.813
Lobortis Quis Industries,40457357336,35175.148,36392.936,37034.441,38165.153,38198.198,3204.935,3302.053,3377.582,3430.111,3470.504,27637.912,28420.963,29155.816,30160.253,30433.842,197120507.534,208012489.41,217643756.554,227708434.735,230991383.165
Lobortis Risus LLP,58895707108,33550.333,34571.315,35044.759,36156.153,35872.248,2943.112,3046.113,3112.443,3163.012,3200.491,26593.181,27275.374,28026.943,29006.074,29115.387,176780472.437,186932638.199,195515243.989,204234552.698,208144689.371
Lobortis Tellus Corp.,60978195146,34748.2,35757.835,36207.223,37266.887,37024.191,3100.826,3208.243,3279.886,3334.844,3369.672,27551.281,28210.182,28966.242,29985.815,30067.614,184768893.122,194750999.732,203178134.96,212385216.645,216092107.818
Lobortis Tellus Justo Foundation,52266154043,28606.047,30508.373,30216.058,29193.418,28889.775,1349.56,1405.179,1426.374,1439.281,1468.827,23272.09,24380.937,24836.572,25023.783,25459.899,64215974.759,71810647.895,73214521.414,71841479.544,73809816.097
Lobortis Tellus Limited,72611840049,34309.994,35167.586,35686.491,36658.55,36526.473,3066.041,3170.954,3243.666,3298.678,3337.383,27253.586,27873.583,28656.699,29636.288,29786.894,181864838.349,191128014.226,200113049.74,209016948.978,213373746.68
Lobortis Ultrices Company,64403598239,34661.217,35674.943,36152.221,37225.927,36959.257,3092.39,3198.43,3270.107,3325.393,3361.42,27492.087,28153.753,28930.734,29950.794,30026.49,184024381.061,193987042.243,202496074.541,211756710.985,215447293.259
Lobortis Ultrices LLC,61080648284,34217.732,35141.123,35599.966,36675.683,36531.298,3074.599,3182.141,3255.691,3312.564,3346.614,27166.563,27792.202,28549.845,29581.841,29673.753,182414988.013,192184218.408,200725006.411,210082177.055,213838151.387
Lobortis Ultrices Ltd,63728747020,34445.794,35433.015,35936.135,37040.942,36700.381,3083.943,3189.326,3259.269,3312.099,3345.102,27330.246,27977.555,28774.511,29808.748,29854.997,184055978.072,194067788.401,202658028.142,211903673.867,215290729.093
Lobortis Ultrices Vivamus Foundation,30074252567,35031.423,36134.718,36588.348,37774.039,37387.639,3052.383,3156.201,3228.669,3281.371,3314.013,27355.16,28100.762,28771.081,29851.407,29856.128,186820375.009,197140938.649,206237005.516,215615062.461,218455486.131
Lorem Ac Consulting,74489671755,35444.626,36566.311,36821.421,38211.89,37877.34,3069.2,3162.555,3230.218,3284.938,3319.421,28029.593,28816.195,29565.065,30678.516,30730.522,182890612.639,192221713.604,200147228.678,210146366.856,214077759.524
Lorem Ac Institute,94547309480,32015.155,33050.323,33361.691,34234.951,34149.753,2820.767,2922.326,2991.146,3045.187,3077.595,25661.331,26252.72,26956.55,27908.929,27995.571,163673979.165,173091332.145,180378235.316,188588814.358,192497251.786
Lorem Ac Risus Company,31337247877,35047.237,36143.831,36538.797,37844.582,37629.344,3060.224,3171.583,3247.697,3300.916,3334.613,27889.268,28541.917,29224.066,30404.566,30575.022,179503181.534,189372973.663,197172542.959,206738969.005,210038030.589
Lorem Ac Risus Institute,52323926070,33847.684,34799.023,35202.689,36257.825,35886.365,2948.44,3051.681,3122.436,3175.769,3211.278,26745.378,27363.763,28050.213,29022.496,29043.504,175322415.463,185243337.388,193371067.632,202465592.424,205649073.508
Lorem Auctor LLC,13803154777,35244.393,35634.761,35832.514,35964.507,36258.462,2896.552,3002.49,3075.961,3136.204,3174.582,27502.71,28303.089,28936.933,29419.168,29908.218,163760989.168,171647442.549,178384985.582,185727037.203,190702234.27
Lorem Auctor Ltd,25884436429,34588.67,35546.022,35981.9,36935.251,36803.095,3048.651,3154.264,3225.437,3281.535,3318.467,27469.445,28073.24,28807.488,29793.49,29925.403,180346343.735,190169796.034,198576736.068,207200725.684,211147966.161
Lorem Auctor Quis Foundation,45827935127,35330.577,36099.334,36688.652,37491.371,37685.78,3220.136,3339.394,3415.38,3472.64,3513.356,28198.638,28765.493,29651.424,30567.442,30832.888,188349273.469,198066089.179,206760404.388,215261838.844,220158749.075
Lorem Donec Elementum Corporation,46017523620,36283.825,37322.092,37974.652,39113.583,38657.195,3220.332,3319.969,3389.898,3440.794,3477.628,28729.817,29477.032,30347.257,31439.719,31408.635,198036840.718,207338858.207,216791113.914,226042682.698,230342864.497
Lorem Donec Foundation,39469311070,34858.996,35866.542,36319.078,37483.988,37108.343,3118.254,3223.043,3295.491,3350.551,3387.072,27549.044,28218.318,28970.106,30001.209,30035.322,188021474.879,198073061.978,206695195.364,216367824.362,219908177.134
Lorem Eu Consulting,40711681376,30834.169,31893.58,32425.411,33567.457,33106.955,2532.077,2625.251,2679.363,2720.045,2747.453,24125.007,24823.684,25554.713,26478.931,26425.182,154354560.867,164144519.399,171591806.469,179024702.956,182192519.566
Lorem Eu Corp.,66432686430,33780.245,34875.044,35343.624,36513.155,35980.901,2936.866,3037.286,3103.256,3154.968,3190.279,26937.128,27679.369,28439.483,29451.865,29391.655,171039987.967,180638927.57,188652118.821,197488971.052,200409459.672
Lorem Eu Metus PC,54062916822,37103.915,37966.074,38701.298,40141.708,39613.64,3491.225,3606.66,3668.395,3721.6,3757.987,28863.22,29348.044,30244.442,31419.1,31361.511,224889736.532,236144568.483,247678296.009,257903757.397,260869320.301
Lorem Foundation,21025433654,34589.289,35604.432,36085.464,37147.586,36902.457,3090.595,3196.45,3269.128,3324.826,3360.523,27454.033,28121.428,28885.526,29890.823,29988.383,184052893.981,193986345.02,202655594.585,211843354.219,215566442.647
Lorem Fringilla Industries,37470904997,37682.539,38770.523,39136.313,40612.838,41532.584,3471.365,3601.129,3682.751,3747.872,3791.78,28828.063,29399.092,30079.7,31236.049,31359.936,216105828.587,228219471.911,237997449.767,251108716.867,256770857.341
Lorem Fringilla Limited,86081102504,36493.023,37401.016,38022.217,38441.261,38700.777,3546.666,3648.689,3748.818,3814.856,3847.384,29020.651,29820.93,30751.828,31682.431,31926.349,204336617.84,213594063.565,225990274.647,233143184.788,238864404.483
Lorem Fringilla Ltd,73909892719,35048.58,36722.733,36723.69,36719.432,36614.813,2042.202,2123.563,2166.967,2209.552,2241.541,28888.236,29868.057,30444.775,31402.519,31793.589,98150132.711,106356956.543,109799643.718,112674002.586,114579837.333
Lorem Inc.,85881115796,34371.188,35703.709,35898.213,36590.12,36785.18,3498.705,3618.721,3709.836,3770.401,3817.492,27215.772,28064.101,28894.933,29730.871,30038.515,203012120.139,214885225.024,224187649.093,233563804.898,240093603.707
Lorem Incorporated,78563968372,30744.283,31482.841,31955.826,32513.893,32842.671,2828.831,2927.559,2993.986,3051.708,3089.389,24785.251,25319.656,25976.849,26822.158,27041.989,160577344.181,168774333.255,176487681.478,183855928.238,189124589.056
Lorem Industries,39618687681,34543.97,35562.827,35979.021,37049.467,36851.888,3099.335,3201.53,3272.55,3326.032,3361.373,27542.415,28236.062,28943.978,29963.823,30068.348,181964478.339,191538153.601,199942171.944,209042556.061,213015640.476
Lorem Ipsum Dolor Consulting,50463196502,36655.218,38097.135,38579.33,39685.149,38894.631,3414.807,3555.103,3653.347,3745.034,3808.925,29064.836,29755.128,30548.521,31486.953,31429.862,202335585.973,215390467.736,225739542.239,238063665.462,242934796.486
Lorem Ipsum Dolor LLC,79989686193,30678.818,32052.584,32132.679,33588.535,33332.82,2794.072,2888.991,2955.841,2995.472,3027.655,24203.876,24957.982,25360.924,26584.89,26583.955,166898629.394,177301830.617,185201970.096,193802853.68,197601644.078
Lorem Ipsum Foundation,82076270246,34827.382,35855.152,36297.695,37362.58,37110.453,3085.588,3190.917,3262.418,3318.317,3353.617,27601.936,28261.538,29029.433,30039.235,30125.129,183882063.427,193812999.371,202170311.206,211478195.854,215184141.218
Lorem Ipsum Industries,61958699237,35264.182,36608.813,37087.627,38261.71,38041.804,3178.606,3299.657,3367.176,3419.564,3451.853,28329.022,29073.411,29884.804,31101.802,30952.645,179004464.243,190875675.065,199058097.126,207374410.672,210444621.706
Lorem Ipsum LLP,25867961009,34029.11,34953.015,35798.911,36790.612,36267.596,3120.479,3232.199,3309.147,3369.007,3403.01,27033.955,27686.18,28643.735,29617.698,29585.329,183757415.102,194053807.125,203859474.427,213276330.758,216076672.678
Lorem Ipsum Limited,48091635916,35919.282,36998.607,37387.538,38500.286,38174.91,3129.001,3239.717,3314.369,3369.88,3399.463,28541.356,29185.513,29958.23,30950.319,31052.318,186265681.444,197034526.438,205582538.38,215038012.991,218293084.671
Lorem Ipsum Sodales Industries,43186523025,34623.537,35631.593,36094.572,37145.926,36906.106,3084.771,3191.564,3263.392,3318.754,3354.205,27474.738,28133.672,28902.511,29915.517,30001.442,183285856.298,193264140.341,201779756.515,210956876.465,214663306.785
Lorem LLP,34564250941,35023.356,36266.733,36498.152,37544.919,36966.738,2982.811,3089.881,3155.836,3205.301,3240.392,27823.684,28508.369,29235.355,30297.915,30302.614,176464147.196,187282992.628,194499247.214,202776631.864,205324909.21
Lorem Limited,85414931149,36739.282,38033.48,38530.486,39459.67,39128.483,3397.512,3509.804,3592.343,3656.383,3695.143,29149.864,29925.773,30925.223,31855.115,31950.814,203314328.997,214070556.614,222851442.581,232927385.046,237054139.668
Lorem Ltd,53402274399,36187.487,37279.314,37592.587,39162.026,37932.622,3311.491,3397.898,3473.887,3524.142,3555.004,28972.899,29687.618,30427.271,31750.898,31355.743,195062072.734,203218183.47,211363694.432,221588309.704,222411069.45
Lorem Luctus Associates,71612636096,33093.187,33909.187,34557.023,35450.831,35855.495,2922.072,3019.695,3088.404,3139.206,3174.414,25955.891,26486.222,27304.01,28246.017,28523.975,179423194.346,187900030.076,196688877.818,205777111.01,210909713.681
Lorem Luctus Incorporated,31637210281,34874.636,35862.147,36306.515,37402.152,37015.39,3098.903,3205.236,3277.706,3333.916,3371.138,27697.426,28346.479,29103.69,30141.882,30155.979,184281914.936,194043246.038,202579974.077,211713368.778,215246485.94
Lorem PC,90984790127,34026.857,35003.609,35469.06,36574.009,36311.663,3045.8,3151.629,3223.488,3281.589,3316.211,27042.26,27673.109,28445.283,29475.354,29546.909,180769714.515,190547749.263,198948772.511,208486501.278,212057799.02
Lorem Sit Amet Incorporated,42633587085,37559.084,38480.532,39316.84,40757.602,40372.913,3424.651,3521.774,3606.115,3659.68,3694.618,29757.528,30292.256,31268.557,32339.663,32614.031,211998942.869,221563752.372,231547348.711,243476644.379,246654600.971
Lorem Sit LLC,31681476434,36367.491,37386.38,38060.494,38812.085,38877.186,3285.918,3412.402,3498.198,3562.686,3605.025,28587.24,29236.596,30043.806,30997.901,31168.715,200722146.724,212523153.569,223831907.114,232721288.756,238061711.32
Lorem Sit Ltd,90938232295,35830.084,36934.525,38302.854,39639.066,39753.177,3237.036,3285.927,3381.615,3448.819,3508.243,28971.543,29639.122,31078.778,32077.586,32167.551,196377973.545,203637001.117,214956631.388,226547018.627,233626257.004
Lorem Tristique Institute,48997695741,34624.076,35634.036,36079.323,37126.327,36764.513,3064.334,3172.762,3244.204,3301.902,3337.634,27562.486,28205.965,29018.649,30023.112,30055.449,180942671.601,191065616.374,199383490.138,208634779.268,212022411.364
Lorem Vitae Odio Industries,69184324876,37714.527,38026.559,39360.849,40198.972,41180.187,3203.635,3261.465,3290.05,3331.77,3365.586,29004.627,29917.024,31072.669,31952.632,32600.195,219719370.677,226405003.07,235766620.556,244884075.747,253686452.684
Luctus Aliquet Corporation,63032122101,34294.455,35312.204,35883.157,36987.535,36869.813,3095.848,3202.822,3274.843,3332.58,3367.507,27195.68,27903.89,28715.288,29744.357,29902.331,186099210.629,196162241.969,205351097.336,214763652.037,219019267.39
Luctus Curabitur Incorporated,70893725439,34211.1,35254.574,35685.623,36705.8,36556.085,3003.924,3109.578,3177.473,3229.639,3264.355,27185.201,27872.236,28647.281,29657.876,29806.337,177529609.242,187238059.37,195343775.736,203945896.384,207983433.427
Luctus Curabitur Ltd,64821359458,33614.586,35297.651,37041.551,39550.541,42522.872,3585.539,3726.699,3828.96,3952.423,4025.884,27361.799,27644.139,28709.357,29709.787,30032.818,196267158.109,213150073.88,229285457.917,251445258.421,273335779.788
Luctus Et Incorporated,49549583265,34584.38,35543.882,35982.879,37032.013,36755.249,3062.585,3169.394,3240.92,3296.054,3329.975,27369.903,28012.035,28759.86,29779.002,29842.097,182422584.824,192364711.937,200844497.668,209948196.925,213468756.206
Luctus Et Institute,78637548196,34030.909,35069.138,35662.911,36534.81,36399.425,3022.412,3124.96,3193.432,3244.257,3278.523,26993.07,27675.076,28424.176,29352.635,29488.792,179938534.875,189362854.007,198430238.173,206555295.493,210941252.348
Luctus Et Ultrices LLC,44486718758,34794.73,35529.867,35335.444,36293.829,35763.434,3929.267,4069.234,4177.323,4252.813,4293.455,27907.146,28392.612,28791.063,29937.799,29873.255,214726507.96,225682351.811,233548308.54,242367753.593,246750862.597
Luctus Felis Purus Corp.,40252040480,34834.985,35801.773,36275.015,37359.209,37047.173,3093.614,3198.618,3268.58,3323.08,3358.99,27695.826,28322.037,29112.985,30120.144,30196.539,182974221.827,192623417.719,200886774.854,210204141.454,213773355.101
Luctus Incorporated,70783350473,30257.367,31131.913,31855.175,32924.416,33143.465,3374.802,3504.527,3610.46,3715.098,3757.255,24460.078,25064.396,25945.756,26760.894,27071.875,183824304.918,194612444.835,206096597.751,218026364.69,223846987.536
Luctus Industries,45558962649,36153.401,36877.343,37089.368,37658.841,37436.718,3097.326,3209.143,3296.027,3349.774,3383.186,28460.047,29077.347,29603.283,30604.807,30609.191,187994584.966,196972749.812,207189502.398,213921311.624,219372166.834
Luctus Institute,52351039440,29141.571,29778.75,30033.341,30834.543,32082.383,2462.771,2549.036,2600.232,2644.559,2670.314,23802.155,24101.849,24706.993,25678.786,26223.349,135747028.931,142685430.886,148370070.17,154374995.794,160212383.532
Luctus Ipsum PC,45895438985,34733.241,35789.66,36161.696,37196.378,36965.582,3096.703,3203.51,3277.868,3334.162,3371.083,27562.784,28233.36,28976.867,29998.054,30083.641,183692757.588,193715398.539,201995325.965,211403702.744,215215616.978
Luctus LLC,89022505272,35564.425,36584.101,37039.801,38078.676,37851.428,3145.92,3249.53,3317.492,3368.994,3401.109,28066.942,28730.482,29525.075,30562.626,30662.518,189626778.498,199544957.057,207936789.708,216861188.424,220396803.86
Luctus Limited,13108046922,32938.104,33803.852,34392.281,35940.429,35974.618,2691.08,2796.456,2859.511,2915.824,2964.712,26463.274,26951.067,27754.457,28841.128,29131.614,157724006.175,167296669.408,174756482.143,184788988.059,189254937.817
Luctus Lobortis Class Institute,55123279982,35864.426,36953.271,37345.684,38460.722,38176.12,3094.967,3200.777,3270.363,3322.318,3353.77,28221.888,28889.63,29637.984,30693.668,30779.491,188156255.894,198224036.083,206700957.087,215826573.633,219205612.121
Luctus Lobortis Inc.,42676690865,32249.777,33271.43,33935.777,34562.342,34604.067,2900.231,2992.912,3056.816,3107.697,3144.743,25893.682,26498.176,27354.382,28160.838,28359.543,170037697.129,178674006.76,186878757.936,194565289.249,198832822.915
Luctus Lobortis Industries,51659779274,34265.883,35270.86,35817.413,36925.8,36697.472,3122.151,3229.776,3300.233,3357.543,3393.928,27303.215,27965.735,28760.287,29821.533,29890.736,185887871.723,195886028.179,204531176.163,214254034.851,218193886.698
Luctus PC,32082195327,34553.694,35674.819,36073.609,37098.172,36680.178,3029.107,3138.93,3211.858,3267.633,3303.058,27336.708,28043.043,28834.871,29818.947,29857.828,181173046.164,191526906.734,199757568.882,208929956.228,212284947.943
Luctus Sit Corporation,12395011633,35462.102,36405.56,36626.648,37781.767,37550.604,3344.86,3454.59,3530.557,3590.415,3635.379,27938.957,28645.785,29314.12,30429.996,30478.57,201890661.733,212212636.573,221014218.596,230719942.207,235756621.066
Luctus Sit Ltd,86844861009,34541.415,35552.182,35889.582,36765.299,36681.026,3083.457,3198.514,3268.542,3326.882,3364.268,27332.892,27941.48,28710.484,29594.567,29705.841,187276568.915,197806188.565,205840044.666,214913483.69,219465519.305
Luctus Ut LLC,66034737896,35682.134,36508.896,37064.951,38118.441,38143.377,3482.748,3593.418,3673.028,3735.626,3777.662,28117.996,28733.078,29597.875,30600.169,30796.202,207896778.476,217584710.182,226833287.785,237442605.915,242499624.961
Luctus Vulputate Nisi Institute,86182863634,35130.289,36079.105,36502.111,37593.548,37223.924,3095.369,3201.958,3271.513,3325.238,3359.937,27907.872,28556.317,29334.23,30372.392,30399.97,182681164.681,192420767.918,200616786.949,209702085.2,212777010.98
Maecenas Corp.,64185141673,36831.818,37964.758,38698.439,39114.657,39071.532,3051.608,3155.729,3215.027,3265.512,3285.814,29105.752,30101.333,31075.435,31875.542,32029.331,180737744.751,191160675.291,200012702.093,207280503.098,210102272.131
Maecenas Iaculis Aliquet LLP,25487349674,35153.23,35959.472,36934.882,37715.97,37348.75,2756.606,2853.318,2915.438,2960.038,2998.819,27854.154,28426.807,29590.297,30379.057,30369.26,174181888.513,182558145.41,191091365.16,199063186.878,202121120.532
Maecenas Iaculis Aliquet Limited,92616389691,35451.561,36468.203,36646.15,37958.354,37327.485,3009.698,3101.032,3172.881,3218.741,3257.351,28376.219,29061.129,29716.098,30986.406,30887.01,171064067.646,179577519.588,187148398.856,194878731.543,198079272.132
Maecenas Iaculis Inc.,40559163709,33419.529,34147.975,34758.847,35863.845,35526.572,3142.84,3246.924,3322.447,3378.708,3408.313,26729.654,27279.463,28122.126,29103.882,29157.482,184586288.573,193833671.557,203093554.818,212350980.484,215493779.583
Maecenas Industries,92980848589,34451.773,35405.012,35874.357,36913.992,36679.112,3011.729,3113.715,3183.934,3238.111,3274.418,27308.33,27926.623,28673.559,29691.504,29764.829,178941990.927,188327903.302,196546888.072,205781106.554,209474435.887
